id,imdb_id,status,adult,video,title,original_title,original_language,overview,tagline,keywords,watch_providers,genres,production_companies,production_countries,spoken_languages,budget,revenue,runtime,popularity,vote_average,vote_count,release_date,belongs_to_collection,overview_en
278,tt0111161,Released,False,False,Um Sonho de Liberdade,The Shawshank Redemption,en,"Em 1946, Andy Dufresne, um banqueiro jovem e bem sucedido, tem a sua vida radicalmente modificada ao ser condenado por um crime que nunca cometeu, o homicídio de sua esposa e do amante dela. Ele é mandado para uma prisão que é o pesadelo de qualquer detento, a Penitenciária Estadual de Shawshank, no Maine. Lá ele irá cumprir a pena perpétua. Andy logo será apresentado a Warden Norton, o corrupto e cruel agente penitenciário, que usa a Bíblia como arma de controle e ao Capitão Byron Hadley que trata os internos como animais. Andy faz amizade com Ellis Boyd Redding, um prisioneiro que cumpre pena há 20 anos e controla o mercado negro da instituição.",O medo pode te fazer prisioneiro. Esperança pode te libertar.,"prison, friendship, police brutality, corruption, based on novel or book, freedom, hope, prison cell, delinquent, redemption, parole board, prison escape, wrongful imprisonment, interracial friendship, framed for murder, 1940s, voiceover, dramatic, suspenseful, excited","HBO Max, HBO Max Amazon Channel","Drama, Crime",Castle Rock Entertainment,United States of America,English,25000000,28341469,142,43.3657,8.716,29906,1994-09-23,,"Imprisoned in the 1940s for the double murder of his wife and her lover, upstanding banker Andy Dufresne begins a new life at the Shawshank prison, where he puts his accounting skills to work for an amoral warden. During his long stretch in prison, Dufresne comes to be admired by the other inmates -- including an older prisoner named Red -- for his integrity and unquenchable sense of hope."
238,tt0068646,Released,False,False,O Poderoso Chefão,The Godfather,en,"Em 1945, Don Corleone é o chefe de uma mafiosa família italiana de Nova York. Ele costuma apadrinhar várias pessoas, realizando importantes favores para elas, em troca de favores futuros. Com a chegada das drogas, as famílias começam uma disputa pelo promissor mercado. Quando Corleone se recusa a facilitar a entrada dos narcóticos na cidade, não oferecendo ajuda política e policial, sua família começa a sofrer atentados para que mudem de posição. É nessa complicada época que Michael, um herói de guerra nunca envolvido nos negócios da família, vê a necessidade de proteger o seu pai e tudo o que ele construiu ao longo dos anos.",Uma oferta que você não vai poder recusar.,"based on novel or book, loss of loved one, love at first sight, italy, gangster, symbolism, patriarch, europe, organized crime, mafia, religion, lawyer, revenge motive, crime family, sicilian mafia, religious hypocrisy, gun violence, rise to power, dead horse, gang violence, aggressive, 1940s, 1950s, mafia war, tense, excited, tomate, العراب","Netflix, Paramount Plus, Oldflix, Paramount+ Amazon Channel, Netflix Standard with Ads, Paramount Plus Premium","Drama, Crime","Paramount Pictures, Alfran Productions",United States of America,"English, Italiano, Latin",6000000,245066411,175,44.7171,8.688,22589,1972-03-14,O Poderoso Chefão: Coleção,"Spanning the years 1945 to 1955, a chronicle of the fictional Italian-American Corleone crime family. When organized crime family patriarch, Vito Corleone barely survives an attempt on his life, his youngest son, Michael steps in to take care of the would-be killers, launching a campaign of bloody revenge."
240,tt0071562,Released,False,False,O Poderoso Chefão: Parte II,The Godfather Part II,en,"Após a máfia matar sua família, o jovem Vito foge da sua cidade na Sicília e vai para a América. Vito luta para manter sua família. Ele mata Black Hand Fanucci, que exigia dos comerciantes uma parte dos seus ganhos. Com a morte de Fanucci, o poderio de Vito cresce, mas sua família é o que mais importa para ele. Agora baseado no Lago Tahoe, Michael planeja fazer incursões em Las Vegas e Havana instalando negócios ligados ao lazer, mas descobre que aliados como Hyman Roth estão tentando matá-lo.",Esse é o negócio que escolhemos.,"new year's eve, new york city, based on novel or book, italian american, cuba, italy, gangster, praise, blackmail, symbolism, senator, revenge, murder, betrayal, organized crime, extortion, mafia, lawyer, suburb, sicilian mafia, corrupt politician, macabre, 1950s, new year, violence, réveillon","Netflix, Paramount Plus, Globoplay, Paramount+ Amazon Channel, Paramount Plus Premium","Drama, Crime","Paramount Pictures, The Coppola Company",United States of America,"English, Italiano, Latin, Español",13000000,102600000,202,23.5352,8.6,13678,1974-12-20,O Poderoso Chefão: Coleção,"In the continuing saga of the Corleone crime family, a young Vito Corleone grows up in Sicily and in 1910s New York. In the 1950s, Michael Corleone attempts to expand the family business into Las Vegas, Hollywood and Cuba."
424,tt0108052,Released,False,False,A Lista de Schindler,Schindler's List,en,"O alemão Oskar Schindler viu na mão de obra judia uma solução barata e viável para lucrar com negócios durante a guerra. Com sua forte influência dentro do partido nazista, foi fácil conseguir as autorizações e abrir uma fábrica. O que poderia parecer uma atitude de um homem não muito bondoso, transformou-se em um dos maiores casos de amor à vida da História, pois este alemão abdicou de toda sua fortuna para salvar a vida de mais de mil judeus em plena luta contra o extermínio alemão.",A lista... é vida.,"factory, hero, nazi, concentration camp, ss (nazi schutzstaffel), holocaust (shoah), world war ii, ghetto, jew persecution, kraków, poland, defense industry, auschwitz-birkenau concentration camp, biography, based on true story, industrialist, historical fiction, black and white, train, period drama, poland, evil, historical drama, weapons manufacturer, disheartening, nazi train, segunda guerra mundial",,"Drama, História, Guerra",Amblin Entertainment,United States of America,"Deutsch, Polski, עִבְרִית, English",22000000,321365567,195,21.5405,8.566,17201,1993-12-15,,The true story of how businessman Oskar Schindler saved over a thousand Jewish lives from the Nazis while they worked as slaves in his factory during World War II.
389,tt0050083,Released,False,False,12 Homens e uma Sentença,12 Angry Men,en,"Um jovem porto-riquenho é acusado do brutal crime de ter matado o próprio pai. Quando ele vai a julgamento, doze jurados se reúnem para decidir a sentença, levando em conta que o réu deve ser considerado inocente até que se prove o contrário. Onze dos jurados têm plena certeza de que ele é culpado, e votam pela condenação, mas um jurado acha que é melhor investigar mais para que a sentença seja correta. Para isso ele terá que enfrentar diferentes interpretações dos fatos, e a má vontade dos outros jurados, que só querem ir logo para suas casas.",A vida está em suas mãos. A morte está em suas mentes!,"death penalty, anonymity, court case, judge, jurors, innocence, witness, knife, matter of life and death, based on play or musical, trial, murder, debate, capital punishment, black and white, courtroom, angry, courtroom drama, huis clos, baffled, derisive, foreboding",,Drama,Orion-Nova Productions,United States of America,English,397751,4360000,96,18.8273,8.555,9815,1957-04-10,,"The defense and the prosecution have rested and the jury is filing into the jury room to decide if a young Spanish-American is guilty or innocent of murdering his father. What begins as an open and shut case soon becomes a mini-drama of each of the jurors' prejudices and preconceptions about the trial, the accused, and each other."
1181678,tt27391124,Released,False,False,¿Quieres ser mi hijo?,¿Quieres ser mi hijo?,en,,,,,"Comédia, Romance",MarVista Entertainment,United States of America,Español,0,0,100,8.3094,8.545,302,2023-09-21,¿Quieres ser mi... ? - Colección,"Lu, a conformist woman in her forties, learns that her 15-year partner has been having extramarital affairs. Starting from scratch, she gets involved in an unexpected relationship with a young womanizer."
129,tt0245429,Released,False,False,A Viagem de Chihiro,千と千尋の神隠し,ja,"Chihiro e seus pais estão se mudando para uma cidade diferente. A caminho da nova casa, o pai decide pegar um atalho. Eles se deparam com uma mesa repleta de comida, embora ninguém esteja por perto. Chihiro sente o perigo, mas seus pais começam a comer. Quando anoitece, eles se transformam em porcos. Agora, apenas Chihiro pode salvá-los.",Do outro lado do túnel havia uma cidade misteriosa.,"witch, parent child relationship, darkness, bath house, magic, spirit, parallel world, amusement park, youkai, japanese mythology, anime","Netflix, Claro tv+, Netflix Standard with Ads","Animação, Família, Fantasia","Studio Ghibli, Tokuma Shoten, Nippon Television Network Corporation, Mitsubishi, dentsu, TFC",Japan,日本語,19000000,274925095,125,27.2753,8.534,18050,2001-07-20,,"A young girl, Chihiro, becomes trapped in a strange new world of spirits. When her parents undergo a mysterious transformation, she must call upon the courage she never knew she had to free her family."
155,tt0468569,Released,False,False,Batman: O Cavaleiro das Trevas,The Dark Knight,en,"Após dois anos desde o surgimento do Batman, os criminosos de Gotham City têm muito o que temer. Com a ajuda do tenente James Gordon e do promotor público Harvey Dent, Batman luta contra o crime organizado. Acuados com o combate, os chefes do crime aceitam a proposta feita pelo Coringa e o contratam para combater o Homem-Morcego.",Bem-vindo ao mundo sem regras.,"sadism, chaos, secret identity, crime fighter, superhero, anti hero, scarecrow, based on comic, vigilante, organized crime, tragic hero, anti villain, criminal mastermind, district attorney, super power, super villain, neo-noir, bold","Netflix, Amazon Prime Video, HBO Max, Netflix Standard with Ads, HBO Max Amazon Channel, Telecine Amazon Channel, Amazon Prime Video with Ads, Universal+ Amazon Channel","Ação, Crime, Thriller","Warner Bros. Pictures, Legendary Pictures, Syncopy, DC","United Kingdom, United States of America","English, 普通话",185000000,1004558444,152,33.945,8.527,35318,2008-07-16,O Cavaleiro das Trevas: Coleção,"Batman raises the stakes in his war on crime. With the help of Lt. Jim Gordon and District Attorney Harvey Dent, Batman sets out to dismantle the remaining criminal organizations that plague the streets. The partnership proves to be effective, but they soon find themselves prey to a reign of chaos unleashed by a rising criminal mastermind known to the terrified citizens of Gotham as the Joker."
19404,tt0112870,Released,False,False,Dilwale vai levar a noiva,दिलवाले दुल्हनिया ले जायेंगे,hi,"Raj e Simran são dois jovens indianos vivendo em Londres que, acidentalmente, se conhecem durante uma viagem pela Europa. Eles se apaixonam, mas Simran está prometida a um indiano. Raj não desanima e segue seu amor até a Índia, onde os dois tentam convencer a todos que precisam ficar juntos.",,"family's daily life, family history, love-hate relationship, family drama, love affair, curious, casual","Netflix, Netflix Standard with Ads","Comédia, Drama, Romance",Yash Raj Films,India,हिन्दी,13200000,100000000,190,12.7861,8.517,4565,1995-10-20,,"Raj is a rich, carefree, happy-go-lucky second generation NRI. Simran is the daughter of Chaudhary Baldev Singh, who in spite of being an NRI is very strict about adherence to Indian values. Simran has left for India to be married to her childhood fiancé. Raj leaves for India with a mission at his hands, to claim his lady love under the noses of her whole family. Thus begins a saga."
497,tt0120689,Released,False,False,À Espera de um Milagre,The Green Mile,en,"Milagres acontecem em lugares inesperados, mesmo no bloco de celas para o corredor da morte na Penitenciária Cold Mountain. Lá, John Coffey, um gentil e gigante prisioneiro com poderes sobrenaturais, traz um senso de espírito e humanidade aos seus guardas e colegas de cela.",Paul Edgecomb não acreditava em milagres. Até o dia que conheceu um.,"mentally disabled, death penalty, based on novel or book, southern usa, psychopath, death row, jail guard, supernatural, great depression, prison guard, jail, electric chair, capital punishment, torture, magic realism, healing, 1930s, abuse of power, inspirational, cruel",Universal+ Amazon Channel,"Fantasia, Drama, Crime","Castle Rock Entertainment, Darkwoods Productions",United States of America,"Français, English",60000000,286801374,189,23.1118,8.504,18945,1999-12-10,,"A supernatural tale set on death row in a Southern prison, where gentle giant John Coffey possesses the mysterious power to heal people's ailments. When the cell block's head guard, Paul Edgecomb, recognizes Coffey's miraculous gift, he tries desperately to help stave off the condemned man's execution."
122,tt0167260,Released,False,False,O Senhor dos Anéis: O Retorno do Rei,The Lord of the Rings: The Return of the King,en,"O confronto final entre as forças do bem e do mal que lutam pelo controle do futuro da Terra Média se aproxima. Sauron planeja um grande ataque a Minas Tirith, capital de Gondor, o que faz com que Gandalf e Pippin partam para o local na intenção de ajudar a resistência. Um exército é reunido por Theoden em Rohan, em mais uma tentativa de deter as forças de Sauron. Enquanto isso, Frodo, Sam e Gollum seguem sua viagem rumo à Montanha da Perdição para destruir o anel.",O olho do inimigo está se movendo.,"army, based on novel or book, elves, dwarf, magic, kingdom, obsession, bravery, castle, volcano, giant spider, sequel, honor, king, brutality, madness, split personality, fantasy world, wizard, epic battle, journey, ring, mysterious, quest, live action and animation, hero's journey, high fantasy, wraith, sword and sorcery, power madness, great war, trekking, cautionary, good versus evil, sword making, war, suspenseful, complicated, winged creatures, armies","Amazon Prime Video, HBO Max, HBO Max Amazon Channel, Amazon Prime Video with Ads","Aventura, Fantasia, Ação","New Line Cinema, WingNut Films, The Saul Zaentz Company","New Zealand, United States of America",English,94000000,1118888979,202,27.6387,8.494,26154,2003-12-17,O Senhor dos Anéis: Coleção,"As armies mass for a final battle that will decide the fate of the world--and powerful, ancient forces of Light and Dark compete to determine the outcome--one member of the Fellowship of the Ring is revealed as the noble heir to the throne of the Kings of Men. Yet, the sole hope for triumph over evil lies with a brave hobbit, Frodo, who, accompanied by his loyal friend Sam and the hideous, wretched Gollum, ventures deep into the very dark heart of Mordor on his seemingly impossible quest to destroy the Ring of Power.​"
496243,tt6751668,Released,False,False,Parasita,기생충,ko,"Toda a família de Ki-taek está desempregada, vivendo num porão sujo e apertado. Uma obra do acaso faz com que o filho adolescente da família comece a dar aulas de inglês à garota de uma família rica. Fascinados com a vida luxuosa destas pessoas, pai, mãe, filho e filha bolam um plano para se infiltrarem também na família glamorosa, um a um. No entanto, os segredos e mentiras necessários à ascensão social custarão caro a todos.",Aja como se fosse o dono do lugar.,"dark comedy, private lessons, birthday party, con artist, working class, infiltration, psychological thriller, class differences, housekeeper, tutor, family, hidden room, unemployed, hiding in attic, domestic worker, wealthy family, south korea, caste violence, seoul, south korea, factual, amused, disapproving","Netflix, Claro tv+, Netflix Standard with Ads","Comédia, Thriller, Drama",Barunson E&A,South Korea,"English, Deutsch, 한국어/조선말",11363000,257591776,132,28.5112,8.493,20266,2019-05-30,,"All unemployed, Ki-taek's family takes peculiar interest in the wealthy and glamorous Parks for their livelihood until they get entangled in an unexpected incident."
680,tt0110912,Released,False,False,Pulp Fiction: Tempo de Violência,Pulp Fiction,en,"Vincent Vega e Jules Winnfield são dois assassinos profissionais que trabalham fazendo cobranças para Marsellus Wallace, um poderosos gângster. Vega é forçado a sair com a garota do chefe, temendo passar dos limites. Enquanto isso, o pugilista Butch Coolidge se mete em apuros por ganhar uma luta que deveria perder.","Você não saberá os fatos, ao menos que veja o filme","drug dealer, drug crime, stolen money, crime boss, redemption, los angeles, california, theft, nonlinear timeline, multiple storylines, neo-noir, dramatic, amused","Netflix, Paramount Plus, Paramount+ Amazon Channel, Netflix Standard with Ads, Paramount Plus Premium","Thriller, Crime, Comédia","Miramax, A Band Apart, Jersey Films",United States of America,"English, Español, Français",8000000,213928762,154,27.0365,8.486,29821,1994-09-10,,"A burger-loving hit man, his philosophical partner, a drug-addled gangster's moll and a washed-up boxer converge in this sprawling, comedic crime caper. Their adventures unfurl in three stories that ingeniously trip back and forth in time."
372058,tt5311514,Released,False,False,Your name.,君の名は。,ja,"Mitsuha é a filha do prefeito de uma pequena cidade, mas sonha em tentar a sorte em Tóquio. Taki trabalha em um restaurante em Tóquio e deseja largar o seu emprego. Os dois não se conhecem, mas estão conectados pelas imagens de seus sonhos.","Foi quase como ver algo saído de um sonho, nada mais nada menos que uma vista deslumbrante.","high school, race against time, dreams, afterlife, natural disaster, supernatural, time travel, comet, romance, tragedy, school, body-swap, high school student, nonlinear timeline, naked, star crossed lovers, power of love, anime, japanese high school, urban fantasy, indifferent",,"Animação, Romance, Drama","CoMix Wave Films, TOHO, KADOKAWA, jeki, AMUSE, voque ting, Lawson Entertainment",Japan,日本語,7500000,405320132,106,22.4025,8.5,12346,2016-08-26,,"High schoolers Mitsuha and Taki are complete strangers living separate lives. But one night, they suddenly switch places. Mitsuha wakes up in Taki’s body, and he in hers. This bizarre occurrence continues to happen randomly, and the two must adjust their lives around each other."
157336,tt0816692,Released,False,False,Interestelar,Interstellar,en,"As reservas naturais da Terra estão chegando ao fim e um grupo de astronautas recebe a missão de verificar possíveis planetas para receberem a população mundial, possibilitando a continuação da espécie. Cooper é chamado para liderar o grupo e aceita a missão sabendo que pode nunca mais ver os filhos. Ao lado de Brand, Jenkins e Doyle, ele seguirá em busca de um novo lar.",O fim da terra não será o nosso fim.,"rescue, future, spacecraft, race against time, artificial intelligence (a.i.), nasa, time warp, dystopia, expedition, space travel, wormhole, famine, hibernation, black hole, quantum mechanics, family relationships, space, robot, astronaut, scientist, single father, farmer, space station, space adventure, time paradox, time-manipulation, cryonics, father daughter relationship, 2060s, cornfield, inspirational, suspenseful, tense, intense, ambiguous, bold","Amazon Prime Video, HBO Max, HBO Max Amazon Channel, Amazon Prime Video with Ads","Aventura, Drama, Ficção científica","Legendary Pictures, Syncopy, Lynda Obst Productions","United Kingdom, United States of America",English,165000000,746606706,169,55.5413,8.468,39105,2014-11-05,,The adventures of a group of explorers who make use of a newly discovered wormhole to surpass the limitations on human space travel and conquer the vast distances involved in an interstellar voyage.
429,tt0060196,Released,False,False,Três Homens em Conflito,"Il buono, il brutto, il cattivo",it,"Durante o auge da Guerra Civil, um misterioso pistoleiro vaga pela fronteira do oeste. Ele não possui um lar, lealdade ou companhia... Até que encontra dois estrangeiros, que são tão brutos e desapegados quanto ele. Unidos pelo destino, os três homens juntam suas forças para tentar encontrar uma fortuna em ouro roubado. Mas trabalho em equipe não é uma coisa natural para voluntariosos pistoleiros, e eles logo descobrem que seu maior desafio é concentrar-se em sua perigosa missão — e em manterem-se vivos — atravessando um país arrasado pela guerra.",Para três homens a Guerra Civil não foi um inferno. Era prática.,"gold, army, bounty hunter, hitman, refugee, anti hero, moral ambiguity, gallows, outlaw, gun battle, shootout, spaghetti western, graveyard, american civil war, stolen gold, complex, hidden gold, gun death, excited, cemetary, confederate gold","Looke, MUBI, Oldflix, MGM+ Apple TV Channel, MGM Plus Amazon Channel, MUBI Amazon Channel",Faroeste,"United Artists, PEA, Arturo González PC, Constantin Film","United States of America, Italy, Spain, Germany",Italiano,1200000,38900000,163,19.2576,8.467,9479,1966-12-23,,"While the Civil War rages on between the Union and the Confederacy, three men – a quiet loner, a ruthless hitman, and a Mexican bandit – comb the American Southwest in search of a strongbox containing $200,000 in stolen gold."
13,tt0109830,Released,False,False,Forrest Gump: O Contador de Histórias,Forrest Gump,en,"Quarenta anos da história dos Estados Unidos, vistos pelos olhos de Forrest Gump, um rapaz com QI abaixo da média e com boas intenções. Por obra do acaso, ele consegue participar de momentos cruciais, como a Guerra do Vietnã e o Caso Watergate, mas continua pensando no seu amor de infância, Jenny Curran.",A vida é como uma caixinha de bombons... você nunca sabe o que vai encontrar.,"new year's eve, vietnam war, vietnam veteran, mentally disabled, friendship, usa president, washington dc, usa, post-traumatic stress disorder (ptsd), waitress, based on novel or book, hippie, single parent, parent child relationship, optimism, 1970s, drug addiction, autism, alabama, black panther party, bus stop, family relationships, chameleon, single mother, military, anti war protest, 1960s, college american football, mother son relationship, america, hilarious, comforting, feel-good, réveillon","Paramount Plus, Paramount+ Amazon Channel, Paramount Plus Premium","Comédia, Drama, Romance","Paramount Pictures, The Steve Tisch Company, Wendy Finerman Productions",United States of America,English,55000000,677387716,142,26.9733,8.463,29366,1994-06-23,,"A man with a low IQ has accomplished great things in his life and been present during significant historic events—in each case, far exceeding what anyone imagined he could do. But despite all he has achieved, his one true love eludes him."
769,tt0099685,Released,False,False,Os Bons Companheiros,GoodFellas,en,"A história real de Henry Hill, um garoto meio irlandês e meio siciliano do Brooklyn que é adotado por gangsters do bairro ainda jovem e sobe na hierarquia de uma família da máfia sob a orientação de Jimmy Conway.",Três décadas de uma vida dentro da Máfia,"prison, florida, new york city, based on novel or book, gangster, mass murder, drug trafficking, 1970s, irish-american, gore, biography, based on true story, murder, organized crime, mafia, brooklyn, new york city, crime epic, tampa, florida","Netflix, HBO Max, Netflix Standard with Ads, HBO Max Amazon Channel","Drama, Crime","Winkler Films, Warner Bros. Pictures",United States of America,"Italiano, English",25000000,47072327,146,22.7237,8.452,14100,1990-09-12,,"The true story of Henry Hill, a half-Irish, half-Sicilian Brooklyn kid who is adopted by neighbourhood gangsters at an early age and climbs the ranks of a Mafia family under the guidance of Jimmy Conway."
346,tt0047478,Released,False,False,Os Sete Samurais,七人の侍,ja,"Um bando de bandidos aterroriza os habitantes de uma pequena cidade, saqueando-os periodicamente sem piedade. Para repelir estes ataques, os aldeões decidem contratar mercenários. Por fim, obtêm os serviços de 7 guerreiros, 7 samurais dispostos a defendê-los em troca apenas de abrigo e comida.",Os poderosos guerreiros que se tornaram os sete heróis nacionais de uma pequena cidade.,"martial arts, japan, samurai, sword, peasant, village, looting, rice, fencing, moral ambiguity, forbidden love, black and white, battle, bandit, practice, farmer, jidaigeki, 16th century, class relations, collectivism, plunder, downtrodden farmers, bushi, tactical warfare, violence, excited, violent",Arte Amazon Channel,"Ação, Drama",TOHO,Japan,日本語,2000000,105000000,207,9.1768,8.5,4137,1954-04-26,,"A samurai answers a village's request for protection after he falls on hard times. The town needs protection from bandits, so the samurai gathers six others to help him teach the people how to defend themselves, and the villagers provide the soldiers with food."
12477,tt0095327,Released,False,False,Túmulo dos Vagalumes,火垂るの墓,ja,"Nos meses finais da Segunda Guerra Mundial, Seita, de 14 anos, e sua irmã Setsuko ficam órfãos após a morte da mãe durante um ataque aéreo em Kobe, no Japão. Após uma briga com a tia, eles se mudam para um abrigo antiaéreo abandonado. Sem parentes sobreviventes e com as rações de emergência esgotadas, Seita e Setsuko lutam para sobreviver.","Em 4 e 14, eles tentaram viver.","sibling relationship, hunger, world war ii, wartime, shelter, struggle for survival, pacific theater, adult animation, semi autobiographical, anti war, anime, grim, orphan siblings, children in wartime","Netflix, Netflix Standard with Ads","Animação, Drama, Guerra",Studio Ghibli,Japan,日本語,3700000,842132,88,0.0112,8.444,6399,1988-04-16,,"In the final months of World War II, 14-year-old Seita and his sister Setsuko are orphaned when their mother is killed during an air raid in Kobe, Japan. After a falling out with their aunt, they move into an abandoned bomb shelter. With no surviving relatives and their emergency rations depleted, Seita and Setsuko struggle to survive."
637,tt0118799,Released,False,False,A Vida é Bela,La vita è bella,it,"Durante a Segunda Guerra Mundial na Itália, o judeu Guido e seu filho Giosué são levados para um campo de concentração nazista. Afastado da mulher, ele tem que usar sua imaginação para fazer o menino acreditar que estão participando de uma grande brincadeira, com o intuito de protegê-lo do terror e da violência que os cercam.","Uma fábula inesquecível que prova que o amor, a família e a imaginação conquistam tudo.","dying and death, bookshop, love of one's life, nazi, self sacrifice, loss of loved one, italy, riddle, mass murder, concentration camp, fascism, holocaust (shoah), world war ii, deportation, jew persecution, story teller, riding a bicycle, national socialism, dark comedy, charade, concentration camp prisoner, romcom, dark, war, nazi germany, hopeful, prisão, livraria, segunda guerra mundial, nazismo, bicicleta",Oldflix,"Comédia, Drama","Mario e Vittorio Cecchi Gori - C.E.I.A.D., Melampo Cinematografica",Italy,"Český, English, Deutsch, Italiano",20000000,230098753,116,11.4399,8.44,13848,1997-12-20,,A touching story of an Italian book seller of Jewish ancestry who lives in his own little fairy tale. His creative and happy life would come to an abrupt halt when his entire family is deported to a concentration camp during World War II. While locked up he tries to convince his son that the whole thing is just a game.
14537,tt0056058,Released,False,False,Harakiri,切腹,ja,"No século 18, o Japão não está mais em guerra e o país é governado com firmeza. Hanshiro Tsugumo, um dos muitos ronin (samurais errantes) desempregados, decide bater à porta do poderoso clã Ii. Recebido por Kageyu Saito, o intendente do clã, ele pede permissão para cometer suicídio por harakiri na residência. Tentando dissuadi-lo, Saito começa a lhe contar a história de Motome Chijiwa, outro ronin que também queria realizar o mesmo ritual no local.",O mundo nunca entendeu porque os japoneses preferem a morte à desonra.,"suicide, japan, samurai, asia, flashback, revenge, poverty, black and white, seppuku, ronin, jidaigeki, edo period, 17th century, shogunate, bushi, bakumatsu, distressing, excited",,"Ação, Drama, História",Shochiku,Japan,日本語,0,0,135,5.3213,8.4,1175,1962-09-15,,"Down-on-his-luck veteran Tsugumo Hanshirō enters the courtyard of the prosperous House of Iyi. Unemployed, and with no family, he hopes to find a place to commit seppuku—and a worthy second to deliver the coup de grâce in his suicide ritual. The senior counselor for the Iyi clan questions the ronin’s resolve and integrity, suspecting Hanshirō of seeking charity rather than an honorable end. What follows is a pair of interlocking stories which lay bare the difference between honor and respect, and promises to examine the legendary foundations of the Samurai code."
550,tt0137523,Released,False,False,Clube da Luta,Fight Club,en,Um homem deprimido que sofre de insônia conhece um estranho vendedor de sabonetes chamado Tyler Durden. Eles formam um clube clandestino com regras rígidas onde lutam com outros homens cansados de suas vidas mundanas. Mas sua parceria perfeita é comprometida quando Marla chama a atenção de Tyler.,Má conduta. Caos. Sabão.,"dual identity, rage and hate, based on novel or book, nihilism, fight, support group, dystopia, insomnia, alter ego, breaking the fourth wall, split personality, quitting a job, dissociative identity disorder, self destructiveness","Amazon Prime Video, Disney Plus, Telecine Amazon Channel, Amazon Prime Video with Ads","Drama, Thriller","Fox 2000 Pictures, Regency Enterprises, Linson Entertainment, 20th Century Fox, Taurus Film","Germany, United States of America",English,63000000,100853753,139,21.9273,8.438,31596,1999-10-15,,"A ticking-time-bomb insomniac and a slippery soap salesman channel primal male aggression into a shocking new form of therapy. Their concept catches on, with underground ""fight clubs"" forming in every town, until an eccentric gets in the way and ignites an out-of-control spiral toward oblivion."
120,tt0120737,Released,False,False,O Senhor dos Anéis: A Sociedade do Anel,The Lord of the Rings: The Fellowship of the Ring,en,"O hobbit Frodo herda a missão de salvar a Terra-Média do perverso Sauron. Ele precisa conduzir o Um Anel até a Montanha da Perdição e destruí-lo para sempre e, para isso, conta com a aliança de oito bravos companheiros.",A Terra-Média ganha vida.,"based on novel or book, elves, dwarf, magic, obsession, bravery, fireworks, mine, maze, mountain, castle, birthday party, troll, battle, demon, blizzard, uncle nephew relationship, fantasy world, journey, ring, invisibility, mysterious, live action and animation, hero's journey, wraith, sword and sorcery, trekking, good versus evil, inspirational, complicated, optimistic","Amazon Prime Video, HBO Max, Claro tv+, HBO Max Amazon Channel, Amazon Prime Video with Ads","Aventura, Fantasia, Ação","New Line Cinema, WingNut Films, The Saul Zaentz Company","New Zealand, United States of America",English,93000000,871368364,179,27.2699,8.428,27143,2001-12-18,O Senhor dos Anéis: Coleção,"Young hobbit Frodo Baggins, after inheriting a mysterious ring from his uncle Bilbo, must leave his home in order to keep it from falling into the hands of its evil creator. Along the way, a fellowship is formed to protect the ringbearer and make sure that the ring arrives at its final destination: Mt. Doom, the only place where it can be destroyed."
598,tt0317248,Released,False,False,Cidade de Deus,Cidade de Deus,pt,"Buscapé é um jovem morador da Cidade de Deus que cresce em meio à violência. Com medo de se tornar um bandido, enxerga na fotografia uma oportunidade de ter uma vida digna.",Se correr o bicho pega. Se ficar o bicho come.,"street gang, photographer, gangster, rio de janeiro, gang war, ghetto, based on true story, coming of age, introspective, conceited","Netflix, Paramount Plus, HBO Max, Globoplay, Netflix Standard with Ads, HBO Max Amazon Channel, Paramount Plus Premium","Drama, Crime","O2 Filmes, VideoFilmes, Wild Bunch, Hank Levine Film & Music, Globo Filmes, Lumière","Brazil, France, Germany",Português,3300000,30641770,130,9.316,8.427,8051,2002-08-30,,"In the poverty-stricken favelas of Rio de Janeiro in the 1970s, two young men choose different paths. Rocket is a budding photographer who documents the increasing drug-related violence of his neighborhood, while José “Zé” Pequeno is an ambitious drug dealer diving into a dangerous life of crime."
11216,tt0095765,Released,False,False,Cinema Paradiso,Nuovo Cinema Paradiso,it,"Um diretor de cinema relembra como, em sua infância, se apaixonou pelo filmes no cinema de seu vilarejo e iniciou uma profunda amizade com o projetista.","Uma celebração da juventude, da amizade e da magia eterna dos filmes.","parent child relationship, sicily, italy, movie business, kiss, coming of age, flashback, magic realism, nostalgic, haunted by the past, censorship, nuovo cinema paradiso, movie theater, comforting, compassionate","Oldflix, Diamond Films Amazon Channel","Drama, Romance","Cristaldifilm, Les Films Ariane, Rai 3, TF1 Films Production, Forum Picture","Italy, France",Italiano,5000000,12462062,155,7.9051,8.423,4754,1988-11-17,,"A filmmaker recalls his childhood, when he fell in love with the movies at his village's theater and formed a deep friendship with the theater's projectionist."
