id,imdb_id,status,adult,video,title,original_title,original_language,overview,tagline,keywords,watch_providers,genres,production_companies,production_countries,spoken_languages,budget,revenue,runtime,popularity,vote_average,vote_count,release_date,belongs_to_collection,overview_en
878361,tt12226632,Released,False,False,George Foreman: Sua História,Big George Foreman,en,"Após uma infância pobre, Foreman canaliza sua raiva e se torna medalhista de ouro olímpico e campeão mundial de pesos-pesados. Logo após, vive uma experiência de quase morte que o leva dos ringues de boxe aos púlpitos. No entanto, ao ver sua comunidade lutando espiritual e financeiramente, Foreman volta aos ringues e faz história reivindicando seu título e tornando-se o mais velho e improvável Campeão Mundial de Boxe Peso-Pesado de todos os tempos.","Quando a vida te der uma segunda chance, não faça por você. Faça isso por todos que você ama.","adultery, sports, 1970s, texas, biography, family, 1980s, 1960s, boxing, inspirational, hopeful, based on a true story",,"História, Drama","Mandalay Pictures, Affirm Films",United States of America,English,32000000,3800000,129,3.9009,7.548,336,2023-04-27,,"Fueled by an impoverished childhood, George Foreman channeled his anger into becoming an Olympic Gold medalist and World Heavyweight Champion, followed by a near-death experience that took him from the boxing ring to the pulpit. But when he sees his community struggling spiritually and financially, Foreman returns to the ring and makes history by reclaiming his title, becoming the oldest and most improbable World Heavyweight Boxing Champion ever."
246741,tt3416742,Released,False,False,O Que Fazemos nas Sombras,What We Do in the Shadows,en,"Seja bem-vindo à casa de O Grande Vampiro. Protegidos por crucifixos, um grupo de cineastas entra com suas câmeras para registrar a intimidade de quatro imortais que compartilham o lar em um subúrbio da Nova Zelândia. Enquanto eles lidam com os conflitos naturais da convivência, como quem lava os pratos ou o cuidado para não estragar os móveis com o sangue das vítimas, eles tentam se manter atualizados tanto com a vida moderna como com todo o século passado.",Algumas entrevistas com alguns vampiros,"friendship, vampire, commune, new zealand, mockumentary, zombie, werewolf, suburb, heartbreak, fraternity, found footage, aftercreditsstinger, nosferatu, candid, satirical, communal living, wellington new zealand, audacious, witches",,"Comédia, Terror","Unison Films, Defender Films, Funny or Die, New Zealand Film Commission, Resnick Interactive Development","New Zealand, United States of America","Deutsch, English",1600000,6300000,86,4.6892,7.55,3865,2014-06-19,,Vampire housemates try to cope with the complexities of modern life and show a newly turned hipster some of the perks of being undead.
29084,tt0035753,Released,False,False,Le Corbeau,Le Corbeau,fr,,,"france, paris, france, poison, doctor, gossip, social outcast, rumor, abortion",Belas Artes à La Carte,"Mistério, Drama, Thriller",Continental Films,France,Français,0,0,92,1.6659,7.5,308,1943-09-28,,"Remy Germain is a doctor in a French town who becomes the focus of a vicious smear campaign, as letters accusing him of having an affair and performing unlawful abortions are mailed to village leaders. The mysterious writer, who signs each letter as ""Le Corbeau"" (The Raven) soon targets the whole town, exposing everyone's dark secrets."
1022789,tt22022452,Released,False,False,Divertida Mente 2,Inside Out 2,en,"""Divertida Mente 2"", da Disney e da Pixar, retorna à mente da adolescente Riley, e o faz no momento em que a sala de comando está passando por uma demolição repentina para dar lugar a algo totalmente inesperado: novas emoções! Alegria, Tristeza, Raiva, Medo e Nojinho não sabem bem como reagir quando Ansiedade aparece, e tudo indica que ela não está sozinha.",Libere o espaço para novas emoções.,"sadness, disgust, sequel, computer animation, teenage girl, fear, anger, envy, aftercreditsstinger, duringcreditsstinger, emotions, embarrasment, joy, anxiety, witty, assertive, cheerful",Disney Plus,"Animação, Aventura, Comédia, Família",Pixar,United States of America,English,200000000,1698863816,100,19.427,7.5,6514,2024-06-11,Divertida Mente: Coleção,"Teenager Riley's mind headquarters is undergoing a sudden demolition to make room for something entirely unexpected: new Emotions! Joy, Sadness, Anger, Fear and Disgust, who’ve long been running a successful operation by all accounts, aren’t sure how to feel when Anxiety shows up. And it looks like she’s not alone."
451915,tt1226837,Released,False,False,Querido Menino,Beautiful Boy,en,"David Sheff é um conceituado jornalista e escritor que vive com a segunda esposa e os filhos. O filho mais velho, Nic Sheff, é viciado em metanfetamina e abala completamente a rotina da família e daquele lar. David tenta entender o que acontece com o filho, que teve uma infância de carinho e suporte, ao mesmo tempo em que estuda a droga e sua dependência. Nic, por sua vez, passa por diversos ciclos da vida de um dependente químico, lutando para se recuperar, mas volta e meia se entregando ao vício.",,"based on novel or book, san francisco, california, drug addiction, biography, based on true story, drug rehabilitation, based on memoir or autobiography, father son relationship","Amazon Prime Video, Amazon Prime Video with Ads",Drama,Plan B Entertainment,United States of America,English,25000000,31749905,121,5.0102,7.547,2819,2018-10-12,,"After he and his first wife separate, journalist David Sheff struggles to help their teenage son, who goes from experimenting with drugs to becoming devastatingly addicted to methamphetamine."
1628,tt0055032,Released,False,False,Jules e Jim - Uma Mulher para Dois,Jules et Jim,fr,"Baseado no romance de Henri-Pierre Roché, este clássico da Nouvelle Vague narra um triângulo amoroso animado entre dois amigos, um francês e um alemão, e uma mulher sedutora, objeto de sua mútua obsessão, durante 25 anos.",Um Hino à Vida e ao Amor,"adultery, friendship, prostitute, jealousy, paris, france, based on novel or book, love triangle, musician, marriage, love, polyamory, austrian, 1910s","MUBI, MUBI Amazon Channel","Drama, Romance","Les Films du Carrosse, Sédif Productions (as S.E.D.I.F.)",France,"English, Français, Deutsch",0,0,106,1.1312,7.5,1041,1962-01-23,,"In the carefree days before World War I, introverted Austrian author Jules strikes up a friendship with the exuberant Frenchman Jim and both men fall for the impulsive and beautiful Catherine."
24807,tt0027996,Released,False,False,O Galante Mr. Deeds,Mr. Deeds Goes to Town,en,"O simplório e honesto Longfellow Deeds, de Mandrake Falls - Vermont, acaba herdando uma fortuna imensa. Ele precisará ir para a cidade grande, mas lidará com pessoas que só pensam em se aproveitar de sua fortuna e humildade. Uma delas é a repórter Babe Bennett, que fica amiga de Deeds somente porque está procurando uma boa história para seu jornal.",Balançando a América com risos!,"new york city, newspaper, small town, postcard, money, lawyer, reporter, black and white, vermont, heir, tuba, tuba player, damsel in distress",,"Comédia, Drama, Romance",Columbia Pictures,United States of America,English,0,0,115,1.2462,7.545,400,1936-04-09,,"Longfellow Deeds lives in a small town, leading a small town kind of life. When a relative dies and leaves Deeds a fortune, Longfellow moves to the big city where he becomes an instant target for everyone. Deeds outwits them all until Babe Bennett comes along. When small-town boy meets big-city girl anything can, and does, happen."
4960,tt0383028,Released,False,False,"Sinédoque, Nova York","Synecdoche, New York",en,"A vida está parecendo desanimadora para o diretor de teatro Caden Cotard. Sua esposa e filha o deixaram, sua terapeuta está mais interessada em divulgar seu novo livro do que em ajudá-lo com seus problemas, e uma doença estranha está enfraquecendo seu corpo.",,"depression, new york city, nihilism, philosophy, surreal, surrealism, man woman relationship, theater director, romance, writer, divorce, magic realism, existentialism, meaningless existence, anxious, ambivalent, audacious","Amazon Prime Video, Looke, Looke Amazon Channel, Amazon Prime Video with Ads",Drama,"Likely Story, Projective Testing Service, Sidney Kimmel Entertainment, Russia",United States of America,"Deutsch, English",20000000,4383538,124,2.8202,7.5,1560,2008-10-24,,"A theater director struggles with his work, and the women in his life, as he attempts to create a life-size replica of New York inside a warehouse as part of his new play."
433,tt0058331,Released,False,False,Mary Poppins,Mary Poppins,en,"Na Londres de 1910, o banqueiro Mr. Banks, um homem frio que trata com rigidez Jane e Michael, seus filhos sapecas, não consegue contratar uma babá, pois elas desistem facilmente do emprego. Em uma noite, enquanto redige com sua esposa um anúncio de jornal procurando uma babá, sua filha Jane aparece com uma carta mostrando como seria uma babá perfeita. Esta carta acaba chegando nas mãos de Mary Poppins, que é tudo aquilo que está descrito na carta. Mary Poppins possui poderes mágicos e, com seu amigo faz-tudo Bert, transforma a vida daquela família, com muita música, magia e diversão.",,"banker, london, england, sibling relationship, based on novel or book, parent child relationship, magic, nanny, musical, family, umbrella, governess, kite flying, mischievous children, live action and animation, 1910s, chimney sweep, suffragettes, wonder, penguins, dancing men, music and dance, magic world, lighthearted, joyous, bank president, happiness, adoring, awestruck, cheerful, joyful, optimistic, sympathetic, vibrant, dance musical",Disney Plus,"Comédia, Família, Fantasia",Walt Disney Productions,United States of America,English,4650000,103100000,139,7.5297,7.5,4951,1964-12-17,Mary Poppins: Coleção,"In turn of the century London, a magical nanny employs music and adventure to help two neglected children become closer to their father."
106,tt0093773,Released,False,False,O Predador,Predator,en,"O major Alan ""Dutch"" Schaefer lidera uma equipe de resgate em uma selva da América Central, para tentar encontrar um ministro estrangeiro e funcionários do governo que saíram da rota e se perderam. O exército acredita que eles estejam nas mãos de guerrilheiros, mas o que eles não imaginam é que a floresta esconde uma ameaça mortal, um ser de outro planeta, fortemente armado, que sente enorme prazer em matar.",A caçada vai começar.,"guerrilla warfare, central and south america, predator, trap, alien, survival, stalking, creature, alien invasion, invisible, commando, aggressive, prey, violence, excited","Disney Plus, Oldflix","Ficção científica, Ação, Aventura, Thriller","20th Century Fox, Lawrence Gordon Productions, Silver Pictures, Davis Entertainment, Amercent Films, American Entertainment Partners L.P.",United States of America,"English, Español",15000000,98267558,107,15.2454,7.545,8915,1987-06-12,Predador: Coleção,A team of elite commandos on a secret mission in a Central American jungle come to find themselves hunted by an extraterrestrial warrior.
71859,tt1242460,Released,False,False,Precisamos Falar Sobre o Kevin,We Need to Talk About Kevin,en,"Eva nunca quis ser mãe, mas põe suas ambições profissionais de lado para dar a luz à Kevin. A relação entre os dois, porém, é muito complicada desde o começo. Quando Kevin chega aos 15 anos toma uma atitude irracional e imperdoável, cometendo um assassinato em massa em sua escola.",,"based on novel or book, psychopath, mass murder, pregnancy, violence in schools, robin hood, connecticut, flashback, sociopath, murder, massacre, suburb, parenting, killing spree, prison visit, bow and arrow, school shooting, evil child, woman director, disturbed, angry, small community, desperate, teenage killer, mother son relationship, malicious, independent film, teenager, apathetic, audacious, baffled, bewildered","Amazon Prime Video, MUBI, MUBI Amazon Channel, Amazon Prime Video with Ads","Drama, Thriller","BBC Film, Independent, Footprint Investment, Peccadillo Pictures, Lipsync Productions, Rockinghorse Films, Artina Films, Caemhan, Panaramic, Beryl Betty, Atlantic Swiss Productions, UK Film Council","United Kingdom, United States of America",English,7000000,10800000,112,5.7308,7.542,3049,2011-09-28,,"After her son Kevin commits a horrific act, troubled mother Eva reflects on her complicated relationship with her disturbed son as he grew from a toddler into a teenager."
765,tt0092991,Released,False,False,Uma Noite Alucinante 2,Evil Dead II,en,"Ash leva sua namorada Linda até uma casa abandonada, onde encontra uma fita de áudio abandonada por um professor. Ash coloca a fita para tocar, ouvindo citações do livro dos mortos. Os encantamentos despertam as forças do mal na floresta ao lado, que transformam Linda em um monstruoso Deadite. O objetivo é fazer o mesmo com Ash, mas ele recebe a ajuda da filha do professor, de um mecânico que trabalhava com ele e sua namorada.",Diga adeus a seus nervos...,"deer, tape recorder, chainsaw, spirit, cabin in the woods, over the top, book of the dead, evil dead, eyeball, necronomicon, tarmac, meat cleaver, psychotronic, playful, lovecraftian, witty, hilarious, excited",,"Terror, Comédia, Fantasia","Rosebud Releasing Corporation, Renaissance Pictures, The De Laurentiis Company",United States of America,English,3500000,10900000,84,5.4268,7.543,3417,1987-03-13,Uma Noite Alucinante: Coleção,"Ash Williams and his girlfriend Linda find a log cabin in the woods with a voice recording from an archeologist who had recorded himself reciting ancient chants from ""The Book of the Dead."" As they play the recording an evil power is unleashed taking over Linda's body."
12498,tt0117666,Released,False,False,Na Corda Bamba,Sling Blade,en,"Karl Childers (Billy Bob Thornton), que é um pouco retardado, passou parte da sua vida num sanatório, pois quando era garoto viu sua mãe fazendo amor com Jesse Dixon, que não conhecia. Karl se descompensou e matou ambos. Só quando adulto foi libertado, pois decidiram que ele não oferecia mais perigo. Perambulando pela cidade Karl faz amizade com um garoto, Frank Wheatley (Lucas Black), o filho de uma viúva, Linda (Natalie Canerday). O administrador do hospício, Jerry Woolridge (James Hampton), consegue um emprego para Karl e, como Linda percebeu que seu filho ficava feliz com a presença dele, concordou que Karl morasse na casa dela. Porém isto desagrada muito Doyle Hargraves (Dwight Yoakam), um bêbado cruel que é o namorado de Linda e se comporta como o dono da casa. Doyle gera uma tensão constante, o que deixa Frank cada vez mais infeliz e faz com que Karl sinta que precisa fazer algo.",,"arkansas, repair shop, southern, death threat, religious art, father figure, intellectual disability",,Drama,"Miramax, The Shooting Gallery",United States of America,English,1200000,34100000,135,4.5298,7.541,846,1996-08-30,,"Karl Childers, a mentally disabled man, has been in the custody of the state mental hospital since the age of 12 for killing his mother and her lover. Although thoroughly institutionalized, he is deemed fit to be released into the outside world."
1883,tt0104797,Released,False,False,Malcolm X,Malcolm X,en,"Filme biográfico que retrata a vida de Malcolm X, líder do movimento negro americano Nação do Islã: da infância difícil à juventude delinquente, passando pela prisão, onde aprendeu a cultivar o orgulho na sua raça, ao encontro com o Islão, à peregrinação a Meca e ao seu assassinato em 21 de fevereiro de 1965, em Nova Iorque, no meio de uma reunião.",Violento. Insolente. Provocativo.,"prison, new york city, police brutality, beach, assassination, muslim, police, ku klux klan, prison cell, koran, jail guard, bible, civil rights, islam, biography, martin luther king, nation of islam, mekka, pilgrimage, cabriolet, historical figure, based on memoir or autobiography, african american history, inspirational, informative","Amazon Prime Video, Looke, MUBI, Looke Amazon Channel, MUBI Amazon Channel, Amazon Prime Video with Ads","Drama, História","Warner Bros. Pictures, 40 Acres and a Mule Filmworks, Marvin Worth Productions, Largo International","United States of America, Netherlands Antilles","العربية, English",34000000,48169908,202,5.1934,7.5,1849,1992-11-18,,"A tribute to the controversial black activist and leader of the struggle for black liberation. He hit bottom during his imprisonment in the '50s, he became a Black Muslim and then a leader in the Nation of Islam. His assassination in 1965 left a legacy of self-determination and racial pride."
907,tt0059113,Released,False,False,Doutor Jivago,Doctor Zhivago,en,"A vida de um médico e poeta russo que, apesar de casado com outra pessoa, se apaixona pela esposa de um ativista político e passa por dificuldades durante a Primeira Guerra Mundial e depois na Revolução de Outubro.","Turbulentos eram os tempos e ardente era a história de amor de Zhivago, sua esposa e a apaixonada e terna Lara.","daughter, based on novel or book, love triangle, nurse, world war i, suicide attempt, loss of loved one, forbidden love, stepparents, russian revolution (1917), 1910s, dramatic, condescending, melodramatic, triangulo amoroso, metrocolor, suicídio, primeira guerra mundial, revolução russa","HBO Max, Oldflix, HBO Max Amazon Channel, Telecine Amazon Channel, Arte Amazon Channel","Drama, Romance, Guerra","Metro-Goldwyn-Mayer, Carlo Ponti Production","Italy, United Kingdom, United States of America","English, Pусский",11000000,111858363,197,3.192,7.5,1251,1965-12-22,,"The life of a Russian physician and poet who, although married to another, falls in love with a political activist's wife and experiences hardship during World War I and then the October Revolution."
429450,tt6302160,Released,False,False,Pandora,판도라,ko,Um homem arrisca a própria vida para salvar seu país de um desastre iminente quando um terremoto atinge um vilarejo onde existe uma usina nuclear.,Sabíamos que esse dia chegaria.,"small town, corruption, panic, earthquake, nuclear power plant, tragedy, disaster, explosion, tearjerker, nuclear fallout, nuclear catastrophe, busan, south korea, south korea","Netflix, Netflix Standard with Ads","Thriller, Drama, Ação","Next Entertainment World, CAC Entertainment",South Korea,한국어/조선말,13938145,30169000,136,4.8173,7.541,502,2016-12-07,,"When an earthquake hits a Korean village housing a run-down nuclear power plant, a man risks his life to save the country from imminent disaster."
399566,tt5034838,Released,False,False,Godzilla vs. Kong,Godzilla vs. Kong,en,"Em uma época em que os monstros andam na Terra, a luta da humanidade por seu futuro coloca Godzilla e Kong em rota de colisão que verá as duas forças mais poderosas da natureza no planeta se confrontarem em uma batalha espetacular para as idades. Enquanto Monarch embarca em uma missão perigosa em terreno desconhecido e descobre pistas sobre as origens dos Titãs, uma conspiração humana ameaça tirar as criaturas, boas e más, da face da terra para sempre.",Um dos dois cairá,"giant monster, dinosaur, creature feature, kaiju, sign languages, giant ape, godzilla, robot dinosaur, king kong, cliché","Netflix, HBO Max, Netflix Standard with Ads","Ação, Ficção científica, Aventura",Legendary Pictures,"United States of America, Australia, Hong Kong",English,200000000,470116094,114,6.8936,7.542,10508,2021-03-24,Godzilla: Coleção,"In a time when monsters walk the Earth, humanity’s fight for its future sets Godzilla and Kong on a collision course that will see the two most powerful forces of nature on the planet collide in a spectacular battle for the ages."
228150,tt2713180,Released,False,False,Corações de Ferro,Fury,en,"Durante o final da Segunda Guerra Mundial, um grupo de cinco soldados americanos é encarregado de atacar os nazistas dentro da própria Alemanha. Apesar de estarem em quantidade inferior e terem poucas armas, eles são liderados pelo enfurecido Wardaddy, sargento que pretende levá-los à vitória, enquanto ensina o novato Norman a lutar.",Uma guerra nunca termina serenamente.,"hero, nazi, ambush, bravery, world war ii, heroism, tank, europe, execution, battle, brutality, hatred, tank battle, 1940s, enclosed space, beating the odds, european theatre, tanks","Netflix, Amazon Prime Video, HBO Max, HBO Max Amazon Channel, Sony One Amazon Channel, Amazon Prime Video with Ads","Guerra, Drama, Ação","Columbia Pictures, QED International, LStar Capital, Le Grisbi Productions, Crave Films",United States of America,"English, Deutsch, Español",68000000,211817906,135,13.6302,7.541,12769,2014-10-15,,"April, 1945. As the Allies make their final push in the European Theatre, a battle-hardened army sergeant named Wardaddy commands a Sherman tank and her five-man crew on a deadly mission behind enemy lines. Outnumbered and outgunned, and with a rookie soldier thrust into their platoon, Wardaddy and his men face overwhelming odds in their heroic attempts to strike at the heart of Nazi Germany."
12498,tt0117666,Released,False,False,Na Corda Bamba,Sling Blade,en,"Karl Childers (Billy Bob Thornton), que é um pouco retardado, passou parte da sua vida num sanatório, pois quando era garoto viu sua mãe fazendo amor com Jesse Dixon, que não conhecia. Karl se descompensou e matou ambos. Só quando adulto foi libertado, pois decidiram que ele não oferecia mais perigo. Perambulando pela cidade Karl faz amizade com um garoto, Frank Wheatley (Lucas Black), o filho de uma viúva, Linda (Natalie Canerday). O administrador do hospício, Jerry Woolridge (James Hampton), consegue um emprego para Karl e, como Linda percebeu que seu filho ficava feliz com a presença dele, concordou que Karl morasse na casa dela. Porém isto desagrada muito Doyle Hargraves (Dwight Yoakam), um bêbado cruel que é o namorado de Linda e se comporta como o dono da casa. Doyle gera uma tensão constante, o que deixa Frank cada vez mais infeliz e faz com que Karl sinta que precisa fazer algo.",,"arkansas, repair shop, southern, death threat, religious art, father figure, intellectual disability",,Drama,"Miramax, The Shooting Gallery",United States of America,English,1200000,34100000,135,4.5298,7.541,846,1996-08-30,,"Karl Childers, a mentally disabled man, has been in the custody of the state mental hospital since the age of 12 for killing his mother and her lover. Although thoroughly institutionalized, he is deemed fit to be released into the outside world."
730840,tt12851396,Released,False,False,Caçadores de Trolls: A Ascensão dos Titãs,Trollhunters: Rise of the Titans,en,"Os heróis de ""Caçadores de Trolls"", ""Os 3 Lá Embaixo"" e ""Magos"" unem forças para enfrentar um misterioso inimigo que ameaça dominar o universo e reiniciar a Terra.",Eles vão surgir.,tales of arcadia,"Netflix, Netflix Standard with Ads","Animação, Fantasia, Família, Ação, Aventura","Double Dare You, DreamWorks Animation Television",United States of America,", العربية, магӏарул мацӏ, 普通话, ελληνικά, English, Português",0,0,106,3.8548,7.541,350,2021-07-21,,"The Guardians of Arcadia reunite to battle the nefarious Arcane Order, who've reawakened the primordial Titans."
881,tt0104257,Released,False,False,Questão de Honra,A Few Good Men,en,"Após um soldado morrer acidentalmente em uma base militar, depois de ter sido atacado por dois colegas da corporação, surge a forte suspeita de ter existido um ""alerta vermelho"", uma espécie de punição extra-oficial na qual um oficial ordena a subordinados seus que castiguem um soldado que não tenha se comportado corretamente. Quando o caso chega aos tribunais, um jovem advogado (Tom Cruise) resolve não fazer nenhum tipo de acordo e tentar descobrir a verdade.","Em um tribunal do governo dos Estados Unidos, um homem não vai parar pra manter sua honra e o outro até descobrir a verdade.","underdog, dying and death, suicide, navy, right and justice, court case, suspicion of murder, guantanamo bay, marine corps, military court, code red, command, military base, u.s. navy, sexism, based on play or musical, flashback, court martial, platoon leader, military law, legal thriller","HBO Max, HBO Max Amazon Channel",Drama,"David Brown Productions, Castle Rock Entertainment",United States of America,"English, Français",40000000,243240178,138,5.4755,7.54,4048,1992-12-11,,"When cocky military lawyer Lt. Daniel Kaffee and his co-counsel, Lt. Cmdr. JoAnne Galloway, are assigned to a murder case, they uncover a hazing ritual that could implicate high-ranking officials such as shady Col. Nathan Jessep."
747,tt0365748,Released,False,False,Todo Mundo Quase Morto,Shaun of the Dead,en,"Shaun trabalha como vendedor e divide uma casa com Ed, seu melhor amigo, e Pete. Ele costuma ir sempre ao pub local, mas Liz, sua namorada, está cansada de lá. Além disto ela sempre reclama que ele não se separa de Ed, apesar de suas piadas bobas e seu desinteresse em fazer algo útil. Para resolver a questão Shaun aceita marcar um encontro com Liz em outro restaurante, mas se esquece de fazer a reserva. Irritada, ela decide terminar com ele. Shaun, arrasado, se embebeda no seu pub predileto ao lado de Ed, sem notar que as pessoas à sua volta estão se tornando zumbis, devido a um estranho fenômeno.",Uma comédia romântica. Com zumbis.,"london, england, dark comedy, satire, surrey, parody, slacker, friends, survival, zombie, survival horror, british pub, boyfriend girlfriend relationship, zombie apocalypse, bar, zumbi, sorvete",,"Terror, Comédia","WT² Productions, Big Talk Studios",United Kingdom,English,6000000,39396175,99,8.5563,7.54,9185,2004-04-09,,"Shaun lives a supremely uneventful life, which revolves around his girlfriend, his mother, and, above all, his local pub. This gentle routine is threatened when the dead return to life and make strenuous attempts to snack on ordinary Londoners."
638,tt0116922,Released,False,False,A Estrada Perdida,Lost Highway,en,"Fred Madison (Bill Pullman) é acusado, sob misteriosas circunstâncias, de matar sua esposa Renee (Patricia Arquette). Ele logo se vê transformado em um outro homem, Pete Dayton (Balthazar Getty), possuindo uma vida completamente diferente. Quando Pete é solto no seu corpo e na sua mente, as coisas ficam cada vez mais misteriosas e intrigantes.",Uma estrada perdida à beira do bizarro…,"prison, pornography, jealousy, dreams, dual identity, nightmare, police, sexual frustration, gangster, insanity, paranoia, prison cell, eroticism, bedroom, violent husband, headache, motel, transformation, death row, jazz singer or musician, highway, car mechanic, hallucination, suspicion, identity crisis, surrealism, car crash, murder, los angeles, california, doppelgänger, videotape, fugue state, ambiguous","Globoplay, MUBI","Drama, Thriller, Mistério","CiBy 2000, Asymmetrical Productions","France, United States of America",English,15000000,3836866,134,5.8923,7.5,2891,1997-01-15,,"A tormented jazz musician finds himself lost in an enigmatic story involving murder, surveillance, gangsters, doppelgängers, and an impossible transformation inside a prison cell."
281957,tt1663202,Released,False,False,O Regresso,The Revenant,en,"Durante uma expedição em uma selvagem região americana, o lendário explorador Hugh Glass é brutalmente atacado por um urso e deixado para morrer por membros de seu próprio grupo de caça. Em sua cruzada pela sobrevivência, Glass supera tribulações inimagináveis, bem como a traição de seu confidente John Fitzgerald. Guiado por pura determinação e pelo amor de sua família, Glass precisa superar um inverno rigoroso enquanto busca incansavelmente um motivo para seguir em frente e encontrar a redenção.",Sangue perdido. Vida encontrada.,"rape, based on novel or book, parent child relationship, winter, child murder, mountain, grizzly bear, animal attack, wilderness, gore, native american, forest, based on true story, liar, fur trapping, frontier, remake, revenge, survival, murder, bear, snow, scalping, animals, nature, wild west, bear attack, indian attack, dead horse, starvation, shocking, 19th century, wolves, ice, tense, antagonistic, tragic","Netflix, Disney Plus, Netflix Standard with Ads, Telecine Amazon Channel","Faroeste, Drama, Aventura","Monarchy Enterprises S.a.r.l., Regency Enterprises, Appian Way, CatchPlay, Anonymous Content, New Regency Pictures, Hong Kong Alpha Motion Pictures Co., M Productions, RatPac Entertainment","Canada, Hong Kong, Taiwan, United States of America","English, Français",135000000,532950503,157,13.8631,7.539,19095,2015-12-25,,"In the 1820s, a frontiersman, Hugh Glass, sets out on a path of vengeance against those who left him for dead after a bear mauling."
11528,tt0108037,Released,False,False,Se Brincar o Bicho Morde,The Sandlot,en,"Durante um verão de amizade e aventura, um garoto entra para um grupo: nove garotos formam uma equipe e seu líder vira uma estrela enfrentando um mistério assustador fora de campo.",Eles são mais do que uma equipe. São os melhores amigos de toda a história do mundo.,"sports, baseball, tree house, dog, fourth of july, san fernando valley, fence, 1960s, mastiff, kids' sports team",Disney Plus,"Família, Comédia, Drama","Island World, 20th Century Fox",United States of America,"Français, English",7000000,34348444,101,8.1783,7.539,1291,1993-04-07,Uma Turma Divertida: Coleção,"During a summer of friendship and adventure, one boy becomes a part of the gang, nine boys become a team and their leader becomes a legend by confronting the terrifying mystery beyond the right field wall."
9366,tt0119008,Released,False,False,Donnie Brasco,Donnie Brasco,en,"Nos anos 70, policial usa o nome de Donnie Brasco para se infiltrar entre mafiosos. Um criminoso mais velho o toma sob sua tutela, ensinando os caminhos do crime. Mas ele coloca sua vida pessoal em xeque, pondo em risco sua missão.","Em 1978, o governo dos EUA travou uma guerra contra o crime organizado. Um homem ficou atrás das linhas.","florida, new york city, undercover, gangster, 1970s, based on true story, mobster, mafia, dirty cop, informant, surveillance, card playing, stealing money, marriage counselor, drug deal, fbi agent",Sony One Amazon Channel,"Crime, Drama, Thriller","Mark Johnson Productions, Baltimore Pictures, Mandalay Entertainment",United States of America,"日本語, English, Italiano",35000000,124909762,125,5.4058,7.539,4779,1997-02-27,,An FBI undercover agent infiltrates the mob and identifies more with the mafia life at the expense of his regular one.
2009,tt1032846,Released,False,False,"4 Meses, 3 Semanas e 2 Dias","4 luni, 3 săptămâni și 2 zile",ro,"Em 1987, nos últimos dias do comunismo, Otilia (Anamaria Marinca) e Gabita (Laura Vasiliu) dividem um quarto num dormitório estudantil. Elas são colegas de classe na universidade de uma pequena cidade romena. Gabita está grávida e o aborto é ilegal no país. Otilia aluga um quarto num hotel barato. Lá elas recebem um certo Sr. Bebe (Vlad Ivanov), chamado para resolver a questão. Mas, ao saber que Gabita está com a gravidez mais adiantada do que havia informado, Sr. Bebe aumenta as exigências para o serviço. Ele cobra um preço que as duas não estão preparadas para pagar.",Em que momento começamos a viver?,"hotel room, rape, sexual abuse, bureaucracy, totalitarian regime, cohabitant, female friendship, dormitory, best friend, contraception, unwanted pregnancy, communism, romanian, college student, 1980s, abortion",,Drama,"Saga Film, Mobra Films, CNC","Belgium, Romania",Română,852510,1185783,102,1.0009,7.539,802,2007-08-24,,Two college roommates have 24 hours to make the ultimate choice as they finalize arrangements for a black market abortion.
109424,tt1535109,Released,False,False,Capitão Phillips,Captain Phillips,en,"O filme conta a verdadeira história do capitão Richard Phillips e o sequestro do MV Maersk Alabama em 2009 por piratas somalis, o primeiro navio de carga norte-americano a ser sequestrado em duzentos anos.","Aqui, sobreviver é tudo.","ship, africa, fisherman, hijacking, somalia, based on true story, poverty, pirate, terrorism, commando, cargo ship, ship hijacking, somali, set in africa","Amazon Prime Video, HBO Max, HBO Max Amazon Channel, Sony One Amazon Channel, Amazon Prime Video with Ads","Ação, Drama, Thriller","Columbia Pictures, Michael De Luca Productions, Scott Rudin Productions, Trigger Street Productions",United States of America,"English, Somali",55000000,218791811,134,5.2709,7.538,7382,2013-10-10,,"The true story of Captain Richard Phillips and the 2009 hijacking by Somali pirates of the US-flagged MV Maersk Alabama, the first American cargo ship to be hijacked in two hundred years."
24653,tt0398883,Released,False,False,As Consequências do Amor,Le conseguenze dell'amore,it,"Lugano, Suíça. Titta Di Girolamo é um homem discreto e mal-humorado que vive há quase uma década em um modesto quarto de hotel, prisioneiro de uma rotina atroz, aparentemente sem propósito. Seu passado é um mistério, ninguém sabe o que ele faz para viver, ele responde a perguntas indiscretas de forma evasiva. Que segredos esse homem enigmático esconde?",,,"Amazon Prime Video, Amazon Prime Video with Ads","Drama, Thriller","Medusa Film, Fandango, Indigo Film",Italy,Italiano,0,0,100,1.137,7.5,892,2004-09-24,,"Lugano, Switzerland. Titta Di Girolamo is a discreet and sullen man who has been living for almost a decade in a modest hotel room, a prisoner of an atrocious routine, apparently without purpose. His past is a mystery, nobody knows what he does for a living, he answers indiscreet questions evasively. What secrets does this enigmatic man hide?"
